feature1	feature2	feature3	feature4	feature5	feature6	feature7	feature8	feature9	feature10	feature11	feature12	feature13	feature14	feature15	feature16	feature17	feature18	feature19	feature20	feature21	feature22	feature23	feature24	feature25	feature26	feature27	feature28	feature29	feature30	feature31	feature32	feature33	feature34	feature35	feature36	feature37	feature38	feature39	feature40	feature41	feature42	feature43	feature44	feature45	feature46	feature47	feature48	收入	feature49	feature50
2	1	1	0	1	0	11	10	9	1	1	0	0	0	0	0	0	0	0	0	0	5	1	100	5	11	200	2	2	5	6	1	100	0	0	0	0	0	2	48	1	34	23	0	0	0	7050	0	0	0	0
8	1	7	0	0	0	2	2	2	1	1	0	0	0	0	0	0	29	0	0	0	63	6	484	54	92	900	9	9	9	10	1	81	0	3	0	9	2	1	1313	1	6	28	353	210	0	2963	26.25	44.08	1	586
7	0	7	0	3	0	6	6	11	1	1	0	0	0	0	0	0	0	0	0	0	25	5	494	19	35	700	7	7	4	5	1	99	0	3	0	0	0	2	61	1	76	53	328	45	0	5957	6.428571429	46.82	0	0
4	2	2	0	1	0	4	4	4	1	1	1	0	0	0	0	0	0	0	0	0	2	2	199	1	6	600	5	6	1	1	1	100	0	1	1	0	0	8	3012	1	20	45	0	0	0	6075	0	0	0	0
1	0	0	0	0	0	4	4	1	1	0	0	0	0	0	0	0	14	16	0	0	0	0	0	0	21	100	1	1	0	21	1	0	0	1	0	1	0	0	0	1	13	51	37	30	1	5700	30	36.56	1	537
4	2	2	0	1	0	10	10	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	600	6	6	0	6	1	0	0	2	0	3	0	0	0	1	15	41	547	495	0	5400	123.75	136.71	0	0
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	2	0	0	20	1	95	17	20	100	1	1	17	20	1	95	0	8	1	5	0	0	0	1	11	78	16	15	0	8400	15	15.6	1	561
5	1	5	0	2	0	10	10	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	4	0	0	0	0	0	0	0	0	9060	0	0	0	0
2	0	2	0	4	0	21	16	10	1	1	0	0	0	0	0	0	0	0	0	0	11	2	190	9	11	200	2	2	5	6	1	95	0	0	0	2	7	2	289	1	34	59	0	0	0	8100	0	0	0	0
3	0	2	0	0	0	2	2	2	1	1	0	0	0	0	0	170	19	2	0	0	20	1	77	9	40	300	3	3	9	13	1	77	0	7	0	3	2	3	44	1	7	14	112	90	0	4300	30	37.43	9	221
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	46	300	3	3	0	15	1	0	0	4	0	5	1	2	27	1	3	8	15	15	0	8100	15	15.11	7	8
2	1	0	0	0	0	16	7	6	0	1	0	0	0	0	0	0	0	0	0	0	29	5	488	24	29	500	5	5	5	6	1	98	0	0	0	5	0	0	0	1	1	22	33	0	0	4050	0	16.37	1	105
4	2	3	0	0	0	9	9	18	1	1	1	0	0	0	0	0	0	0	0	0	5	1	0	0	30	600	6	6	0	5	1	0	0	7	0	4	3	1	296	1	12	38	43	0	0	7725	0	10.78	0	0
1	1	0	0	0	0	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	100	1	1	0	1	1	0	0	4	0	0	0	2	31	1	17	21	0	0	0	6600	0	0	4	383
1	0	1	0	1	0	2	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	200	2	2	0	1	1	0	0	0	0	1	0	4	353	1	18	28	0	0	0	1800	0	0	0	0
1	1	1	0	0	0	6	6	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	9	1	0	0	0	0	0	0	0	0	9300	0	0	0	0
2	1	0	0	0	0	14	14	10	1	1	0	0	0	0	0	0	0	0	0	0	5	1	95	3	10	200	2	2	3	5	1	95	0	2	0	6	0	1	127	1	14	29	47	30	0	8100	15	23.31	0	0
4	0	4	1	1	0	4	3	3	1	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	15	400	4	4	0	4	1	0	0	3	0	4	0	2	61	1	4	36	0	0	0	7650	0	0	1	557
1	0	1	0	0	0	12	12	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	200	2	2	0	16	1	0	0	0	0	0	0	3	20	1	7	28	0	0	0	7800	0	0	0	0
2	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	1	0	0	0	0	0	0	0	1	300	0	0	0	0
1	0	1	0	3	0	4	4	10	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	10	0	3	4	1	133	1	3	16	58	15	1	8400	15	57.57	0	0
2	0	2	0	9	0	12	11	6	1	1	0	0	0	0	0	0	0	0	0	0	12	1	82	3	31	400	4	4	3	8	1	82	0	0	0	1	0	1	174	1	80	64	0	0	0	10350	0	0	0	0
2	0	2	0	3	0	11	11	9	1	1	0	0	0	0	0	0	0	0	0	0	9	2	198	8	9	200	2	2	4	5	1	99	0	0	0	6	2	2	34	1	10	20	0	0	0	8400	0	0	0	0
3	1	2	0	0	0	9	8	7	1	1	0	0	0	0	0	0	0	0	0	0	5	1	100	5	15	300	3	3	5	5	1	100	0	1	0	1	0	1	1169	1	31	60	102	30	0	7700	10	34.04	0	0
7	0	7	0	2	0	3	3	6	1	1	0	0	0	0	0	0	0	0	0	0	35	7	699	34	35	700	7	7	5	5	1	100	0	18	2	7	2	2	88	1	91	93	98	75	4	6000	10.71428571	14.04	0	0
1	0	1	0	0	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	1	0	0	0	1	62	1	22	33	0	0	0	8400	0	0	0	0
2	2	0	0	2	0	8	8	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	1	224	1	4	8	275	195	4	6450	97.5	137.63	0	0
2	1	1	0	0	0	6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	12	0	1	3	2	269	1	9	33	0	0	0	1350	0	0	0	0
1	1	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	200	2	2	0	6	1	0	0	12	0	1	3	1	115	1	15	32	0	0	0	300	0	0	1	14397
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	200	2	2	0	7	1	0	0	12	0	1	3	2	601	1	8	27	0	0	0	0	0	0	0	0
5	1	4	4	0	0	4	1	1	0	1	0	0	0	0	0	0	0	0	0	0	10	3	94	2	20	500	5	5	1	4	1	31	0	0	0	0	0	3	461	1	50	73	378	210	0	7440	42	75.55	6	618
3	0	3	0	0	0	13	13	11	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	15	300	3	3	0	5	1	0	0	22	5	6	7	1	197	1	14	27	107	90	1	8400	30	35.66	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	300	3	3	0	12	1	0	0	6	0	9	1	2	546	1	10	43	0	0	2	0	0	0	1	499
4	0	4	0	1	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	31	4	392	26	34	500	5	5	7	7	1	98	0	3	0	2	0	2	18	1	9	21	413	120	0	7950	30	103.36	1	273
1	0	0	0	0	0	11	11	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	200	2	2	0	9	1	0	0	20	6	9	22	1	171	1	24	23	42	15	1	11100	15	42.26	0	0
1	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	5	0	9	0	3	118	1	1	5	66	60	0	3000	60	66.29	0	0
2	0	2	0	0	0	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	1	1	100	1	2	200	2	2	1	1	1	100	0	3	0	2	0	1	382	1	14	31	0	0	3	4200	0	0	0	0
2	0	2	1	0	0	5	3	3	1	1	0	0	0	0	0	0	0	0	0	0	5	1	97	4	5	100	1	1	4	5	1	97	0	0	0	5	0	0	0	1	12	27	591	180	0	8400	90	295.46	2	333
1	0	1	0	0	0	1	1	2	1	1	0	0	0	0	0	0	18	0	0	0	0	0	0	0	14	100	1	1	0	14	1	0	0	28	3	5	3	1	135	1	6	9	54	45	0	7500	45	54.41	0	0
1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	31	0	0	0	20	1	93	17	20	100	1	1	17	20	1	93	0	5	0	5	0	0	0	1	21	27	304	90	1	4800	90	304.37	0	0
2	1	1	0	3	0	9	9	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	11	0	0	0	0	0	0	47	30	0	12750	15	23.44	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	2	0	0	0	0	0	0	0	0	0	0	0	0	0
4	1	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	52	400	4	4	0	13	1	0	0	1	0	4	1	1	88	0	0	0	190	165	0	2400	41.25	47.44	0	0
4	1	1	0	1	0	4	4	3	1	1	0	0	0	0	0	0	0	0	0	0	10	2	198	9	26	500	5	5	5	5	1	99	0	4	0	6	1	2	117	1	14	36	0	0	0	7575	0	0	0	0
2	0	2	0	1	0	4	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	400	4	4	0	5	1	0	0	1	0	1	0	1	369	1	23	38	0	0	0	5850	0	0	0	0
4	0	4	0	0	0	11	11	11	1	1	0	0	0	0	0	34	18	0	0	0	52	4	359	38	52	400	4	4	10	13	1	90	0	3	0	3	1	1	508	1	26	47	2299	510	1	4275	127.5	574.63	10	545
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	9	11	0	0	0	0	0	0	0	1	0	0	0	0	0
2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	0	33	300	3	3	0	11	1	0	0	28	0	7	3	3	71	1	12	47	0	0	0	1800	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	3	4	5	1	2	84	1	2	8	0	0	0	0	0	0	0	0
2	0	2	0	0	0	11	11	9	1	1	1	0	0	0	0	0	0	0	0	0	9	2	200	9	9	200	2	2	5	5	1	100	0	0	0	0	0	2	213	1	18	31	0	0	0	8400	0	0	4	753
5	0	5	0	0	0	10	9	11	1	1	1	0	0	0	0	0	0	0	0	0	26	3	286	23	45	600	6	6	8	8	1	95	0	68	1	26	2	1	77	1	24	24	374	285	3	11100	57	74.72	3	641
1	0	1	0	5	0	7	7	7	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	380	1	8	7	33	30	0	8400	30	32.61	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	100	1	1	0	9	1	0	0	18	1	5	3	0	0	1	2	18	0	0	0	0	0	0	0	0
1	0	1	0	0	0	20	20	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	200	2	2	0	6	1	0	0	2	0	17	4	2	54	1	35	52	0	0	2	8100	0	0	0	0
1	0	1	0	4	0	13	13	9	1	1	0	0	0	0	0	0	0	0	0	0	7	1	88	4	7	100	1	1	4	7	1	88	0	10	1	4	1	2	511	1	11	18	0	0	0	7800	0	0	0	0
3	0	0	0	0	0	6	5	6	1	1	0	0	0	0	0	1	25	0	0	0	40	3	270	37	40	300	3	3	12	13	1	90	0	12	0	10	12	0	0	1	0	0	105	90	2	3800	30	35.09	0	0
1	0	1	0	11	0	13	13	13	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	28	15	0	9300	15	28.48	0	0
3	0	2	0	1	0	4	3	2	1	1	0	0	0	0	0	0	0	0	0	0	17	3	189	10	17	300	3	3	3	6	1	63	0	0	0	1	0	1	458	1	14	27	0	0	0	6800	0	0	0	0
5	5	0	0	0	0	13	13	14	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	21	7	0	0	0	0	0	0	0	0	8340	0	0	0	0
1	0	1	0	0	0	3	2	2	1	1	0	0	0	0	0	0	22	0	0	0	20	1	80	16	20	100	1	1	16	20	1	80	0	5	0	0	0	2	69	1	0	7	0	0	0	3600	0	0	0	0
2	1	0	0	0	0	5	5	3	1	1	0	0	0	0	0	0	0	0	0	0	15	2	196	12	15	200	2	2	6	8	1	98	0	0	0	0	0	3	200	1	34	61	0	0	0	7050	0	0	16	324
1	1	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	300	0	0	0	0
2	0	1	0	0	0	8	8	6	1	1	1	0	0	0	0	0	0	0	0	0	10	2	196	9	10	200	2	2	5	5	1	98	0	2	0	4	2	1	122	1	6	14	0	0	0	8550	0	0	0	0
4	2	2	0	1	0	10	8	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	1	18	2	0	0	0	0	0	200	105	0	6525	26.25	49.88	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	100	1	1	0	5	1	0	0	5	0	3	0	1	76	1	2	4	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	4	6	5	863	1	0	7	0	0	0	0	0	0	0	0
2	0	2	0	1	0	11	11	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	34	1	10	6	0	0	1	0	18	0	0	0	7950	0	0	0	0
2	1	1	0	0	0	4	3	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	8	3	3	1206	1	22	70	0	0	0	5250	0	0	12	283
1	0	1	0	1	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	4	1	97	3	7	200	2	2	3	4	1	97	0	6	0	5	0	2	2	1	8	20	0	0	0	7800	0	0	5	555
3	2	2	0	0	0	6	4	5	1	1	0	0	0	0	0	0	0	0	0	0	10	2	199	9	15	300	3	3	5	5	1	100	0	6	0	11	1	0	0	1	55	87	0	0	0	5400	0	0	0	0
5	5	4	1	0	0	6	3	4	0	1	1	0	0	0	0	0	0	0	0	0	35	5	490	27	35	700	5	5	5	7	1	70	0	21	2	9	3	1	373	1	8	60	204	90	0	5220	18	40.75	2	315
1	0	1	0	1	1	6	6	5	1	1	0	0	0	0	0	0	0	0	0	0	5	1	100	5	5	100	1	1	5	5	1	100	0	11	0	5	0	2	488	1	6	13	307	45	1	8400	45	306.61	6	181
2	0	2	0	0	0	5	5	21	1	1	0	0	0	0	0	0	0	0	0	0	5	1	0	0	10	200	2	2	0	5	1	0	0	20	3	6	6	2	54	1	1	15	0	0	0	7800	0	0	0	0
4	0	4	0	0	0	3	3	3	1	1	0	0	0	0	0	0	10	16	0	0	72	4	378	64	72	500	4	4	16	18	1	76	0	14	1	11	1	3	260	1	8	37	0	0	1	3900	0	0	14	467
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	600	6	6	0	5	1	0	0	4	0	11	1	0	0	1	3	9	0	0	0	0	0	0	0	0
1	0	1	0	2	0	8	5	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6900	0	0	0	0
1	0	0	0	0	0	4	4	4	1	1	1	0	0	0	0	0	0	0	0	0	1	1	99	0	1	100	1	1	0	1	1	99	0	2	0	7	0	0	0	1	8	31	38	15	0	6000	15	38.27	0	0
4	1	0	0	0	0	3	3	3	1	1	0	0	0	0	0	0	13	7	0	0	12	1	0	10	38	400	4	4	10	10	1	0	0	3	1	3	6	2	625	1	16	54	0	0	0	3075	0	0	10	304
4	0	4	0	1	0	5	3	3	1	1	0	0	0	0	0	0	0	0	0	0	7	3	192	4	9	400	4	4	1	2	1	64	0	7	1	2	0	3	148	1	21	52	0	0	0	5925	0	0	8	226
2	0	2	0	0	0	8	5	6	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	8550	0	0	0	0
4	0	4	0	2	0	10	6	6	1	1	0	0	0	0	0	0	0	0	0	0	21	4	397	18	21	400	4	4	5	5	1	99	0	3	0	2	3	2	90	1	21	40	126	105	0	4650	26.25	31.42	0	0
1	0	1	0	0	0	4	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	100	1	1	0	7	1	0	0	4	1	4	5	1	560	1	18	33	22	15	0	4200	15	21.55	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	1	0	3	219	1	2	16	0	0	0	0	0	0	0	0
3	0	2	2	0	0	3	3	3	1	1	0	0	0	0	0	0	17	29	0	0	32	3	253	27	52	400	4	4	9	13	1	84	0	3	0	5	4	3	116	1	62	48	0	0	0	3700	0	0	30	305
5	3	2	0	0	0	13	7	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	500	5	5	0	8	1	0	0	9	0	6	8	4	87	1	211	277	0	0	0	4560	0	0	0	0
5	4	1	0	1	0	4	4	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	1	1	86	0	0	0	2121	420	0	7560	84	424.22	0	0
12	2	9	0	0	0	1	1	3	1	1	0	0	0	0	0	0	13	0	0	0	136	8	776	131	136	800	8	8	16	17	1	97	0	14	0	13	0	1	71	1	20	29	67	60	2	5175	5	5.57	12	361
6	1	5	0	1	0	8	8	7	1	1	0	0	0	0	0	0	0	0	0	0	27	5	496	23	32	600	6	6	5	5	1	99	0	0	0	7	6	2	721	1	41	51	216	165	1	7450	27.5	35.93	2	1028
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	92	19	25	100	1	1	19	25	1	92	0	0	0	0	0	3	795	1	7	22	87	60	0	8100	60	86.55	2	768
2	0	2	0	0	0	7	6	6	1	1	0	0	0	0	0	0	0	0	0	0	12	2	199	11	12	200	2	2	6	6	1	100	0	5	0	8	1	3	563	1	5	22	0	0	0	7200	0	0	1	412
5	1	3	0	0	0	3	2	2	1	1	0	0	0	0	0	0	7	1	0	0	51	6	500	49	63	700	7	7	8	9	1	83	0	1	0	0	0	5	177	1	26	61	0	0	0	2520	0	0	1	50
3	0	3	0	1	0	4	4	4	1	1	0	0	0	0	0	0	0	0	0	0	9	3	387	2	9	600	3	3	1	3	1	65	0	5	0	8	3	1	102	1	25	24	239	165	3	7100	55	79.5	0	0
1	0	1	0	2	0	15	15	17	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	16	15	0	9600	15	16.07	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	100	5	5	100	1	1	5	5	1	100	0	11	1	8	1	3	986	1	2	14	0	0	0	0	0	0	3	213
1	0	1	0	0	0	16	16	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9600	0	0	0	0
1	0	1	0	0	0	7	7	5	1	1	0	0	0	0	0	0	0	0	0	0	6	1	100	5	6	100	1	1	5	6	1	100	0	4	0	5	1	2	67	1	1	0	0	0	0	7800	0	0	0	0
1	0	1	0	2	0	3	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	200	2	2	0	4	1	0	0	1	0	5	0	3	468	1	4	20	0	0	0	6600	0	0	1	222
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	0	1	0	1	0	5	5	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	100	1	1	0	7	1	0	0	0	0	0	0	2	115	1	23	23	61	45	0	8100	45	60.65	0	0
2	0	2	0	0	0	6	5	3	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	0	97	60	0	12000	30	48.34	0	0
3	1	2	0	1	0	11	7	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	16	1	0	0	0	0	0	0	0	0	6400	0	0	0	0
2	0	2	0	1	0	1	1	3	1	1	1	0	0	0	0	0	0	0	0	0	2	2	200	2	3	300	3	3	1	1	1	100	0	4	0	2	6	1	47	1	13	35	173	60	0	5550	30	86.69	0	0
4	0	4	0	0	0	9	9	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	15	3	2	231	1	12	32	155	90	0	8400	22.5	38.68	2	210
10	0	5	2	0	0	4	4	4	1	1	0	0	0	0	0	0	20	2	0	0	123	10	896	111	123	1000	10	10	11	12	1	90	0	0	0	0	0	5	1670	1	20	52	51	45	0	3990	4.5	5.13	18	256
2	0	2	0	0	0	1	1	1	1	1	0	0	0	0	0	0	6	0	0	0	20	1	85	17	59	300	3	3	17	20	1	85	0	4	0	13	1	0	0	1	2	34	74	45	0	8250	22.5	36.83	0	0
1	0	1	0	1	0	16	16	12	1	1	0	0	0	0	0	0	0	0	0	0	5	1	88	3	5	100	1	1	3	5	1	88	0	0	1	6	0	3	131	1	7	24	42	30	0	8400	30	42.27	1	208
1	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	100	1	1	0	12	1	0	0	17	4	19	6	2	808	1	4	9	0	0	1	300	0	0	0	0
1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	100	1	1	0	18	1	0	0	0	0	0	0	1	752	1	4	12	0	0	0	0	0	0	0	0
2	1	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	300	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	94	5	8	100	1	1	5	8	1	94	0	24	0	15	8	0	0	1	5	9	0	0	0	0	0	0	0	0
1	0	1	0	1	0	9	9	8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	351	165	0	9300	165	351.17	0	0
3	0	2	0	0	0	9	7	7	1	1	0	0	0	0	0	220	7	0	0	0	60	3	262	36	60	300	3	3	12	20	1	87	0	0	0	0	0	2	117	1	9	30	260	165	0	7400	55	86.65	19	649
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	2	0	1	0	8	7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	200	2	2	0	7	1	0	0	1	1	0	1	2	110	1	9	30	260	225	0	6900	112.5	130.23	0	0
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	100	1	1	0	14	1	0	0	13	0	11	2	1	142	1	21	37	0	0	0	600	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	0	4	0	1	0	4	4	2	1	0	0	0	0	0	0	0	0	0	0	0	20	4	400	20	20	400	4	4	5	5	1	100	0	6	0	6	0	1	86	1	10	14	0	0	2	7875	0	0	0	0
2	0	2	0	1	0	6	6	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	200	2	2	0	5	1	0	0	11	0	10	0	1	79	1	3	9	0	0	1	8400	0	0	0	0
5	0	5	0	2	0	13	13	15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	123	90	0	9240	18	24.67	0	0
3	1	2	0	7	0	8	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	30	0	5100	10	14.89	0	0
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	100	1	1	0	4	1	0	0	10	2	10	5	0	0	1	0	0	0	0	0	11400	0	0	0	0
2	0	2	1	1	0	2	2	2	1	1	1	0	0	0	0	0	0	0	0	0	2	2	200	2	2	200	2	2	1	1	1	100	0	22	2	7	10	1	226	1	6	27	0	0	1	6300	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	2	176	26	40	300	3	3	13	13	1	88	0	3	1	3	0	2	123	1	11	27	0	0	0	0	0	0	15	518
2	0	2	0	1	0	6	6	7	1	1	1	0	0	0	0	0	0	0	0	0	10	2	197	7	10	200	2	2	4	5	1	99	0	0	1	3	1	1	27	1	16	41	118	60	0	7800	30	59.18	0	0
1	0	1	0	1	0	7	7	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	1	73	1	12	49	132	60	0	8400	60	132.14	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	400	4	4	0	15	1	0	0	1	0	0	0	2	866	1	24	34	0	0	0	0	0	0	0	0
3	2	1	0	1	0	3	3	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	400	4	4	0	5	1	0	0	8	1	3	0	1	83	1	3	6	0	0	0	5500	0	0	0	0
6	0	6	0	1	0	5	5	11	1	1	1	0	0	0	0	0	0	0	0	0	29	6	595	24	29	600	6	6	4	5	1	99	0	1	0	1	0	1	189	1	36	41	49	30	0	6000	5	8.17	42	730
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	96	4	5	100	1	1	4	5	1	96	0	0	0	6	0	1	164	1	13	18	0	0	0	0	0	0	1	233
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	2	127	1	23	33	0	0	0	0	0	0	8	379
5	3	2	0	0	0	9	8	8	1	1	0	0	0	0	0	0	0	0	0	0	25	4	400	25	32	500	5	5	6	6	1	100	0	5	0	18	4	0	0	1	2	22	1936	270	0	6240	54	387.19	4	189
2	2	0	0	0	0	11	11	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	3	0	0	0	0	0	0	0	0	7500	0	0	0	0
